id,contact,month,day_of_week,duration,campaign
29335,cellular,apr,fri,758,2
29336,cellular,apr,fri,469,3
29337,cellular,apr,fri,48,2
29338,cellular,apr,fri,368,6
29339,telephone,apr,fri,48,2
29340,cellular,apr,fri,54,2
29341,cellular,apr,fri,342,2
29342,cellular,apr,fri,183,3
29343,cellular,apr,fri,73,2
29344,cellular,apr,fri,315,2
29345,telephone,apr,fri,394,2
29346,cellular,apr,fri,636,3
29347,cellular,apr,fri,14,3
29348,telephone,apr,fri,320,3
29349,telephone,apr,fri,100,2
29350,cellular,apr,fri,238,2
29351,cellular,apr,fri,317,2
29352,cellular,apr,fri,271,2
29353,cellular,apr,fri,202,3
29354,cellular,apr,fri,99,2
29355,cellular,apr,fri,50,2
29356,cellular,apr,fri,321,2
29357,cellular,apr,fri,202,2
29358,cellular,apr,fri,177,3
29359,cellular,apr,fri,211,2
29360,cellular,apr,fri,108,2
29361,cellular,apr,fri,672,3
29362,cellular,apr,fri,225,3
29363,cellular,apr,fri,952,2
29364,cellular,apr,fri,119,2
29365,cellular,apr,fri,131,2
29366,cellular,apr,fri,171,2
29367,cellular,apr,fri,239,2
29368,cellular,apr,fri,193,3
29369,cellular,apr,fri,544,3
29370,cellular,apr,fri,2139,3
29371,cellular,apr,fri,314,2
29372,cellular,apr,fri,1038,2
29373,cellular,apr,fri,625,3
29374,cellular,apr,fri,756,3
29375,cellular,apr,fri,191,4
29376,cellular,apr,fri,1013,2
29377,telephone,apr,fri,392,3
29378,cellular,apr,fri,119,3
29379,cellular,apr,fri,324,4
29380,cellular,apr,fri,427,2
29381,cellular,apr,fri,180,2
29382,cellular,apr,fri,200,2
29383,cellular,apr,fri,660,3
29384,telephone,apr,fri,541,1
29385,telephone,apr,fri,114,2
29386,cellular,apr,fri,291,4
29387,cellular,apr,fri,72,2
29388,cellular,apr,fri,184,4
29389,cellular,apr,fri,479,2
29390,cellular,apr,mon,114,2
29391,cellular,apr,mon,196,2
29392,cellular,apr,mon,148,2
29393,cellular,apr,mon,158,2
29394,cellular,apr,mon,12,5
29395,cellular,apr,mon,345,2
29396,cellular,apr,mon,95,3
29397,cellular,apr,mon,9,5
29398,cellular,apr,mon,483,2
29399,cellular,apr,mon,152,2
29400,cellular,apr,mon,415,2
29401,cellular,apr,mon,206,1
29402,cellular,apr,mon,630,3
29403,telephone,apr,mon,384,5
29404,cellular,apr,mon,322,2
29405,cellular,apr,mon,287,3
29406,cellular,apr,mon,184,2
29407,cellular,apr,mon,438,1
29408,cellular,apr,mon,1332,2
29409,cellular,apr,mon,397,3
29410,cellular,apr,mon,774,2
29411,cellular,apr,mon,390,1
29412,telephone,apr,mon,173,2
29413,cellular,apr,mon,430,1
29414,cellular,apr,mon,12,5
29415,cellular,apr,mon,263,2
29416,cellular,apr,mon,383,1
29417,cellular,apr,mon,360,1
29418,cellular,apr,mon,311,1
29419,cellular,apr,mon,88,1
29420,cellular,apr,mon,124,1
29421,cellular,apr,mon,1202,3
29422,cellular,apr,mon,390,1
29423,cellular,apr,mon,105,1
29424,telephone,apr,mon,37,1
29425,cellular,apr,mon,79,1
29426,cellular,apr,mon,14,1
29427,cellular,apr,mon,506,2
29428,cellular,apr,mon,257,1
29429,cellular,apr,mon,150,2
29430,cellular,apr,mon,156,1
29431,cellular,apr,mon,142,12
29432,cellular,apr,mon,1112,3
29433,telephone,apr,mon,169,1
29434,cellular,apr,mon,339,1
29435,cellular,apr,mon,220,1
29436,cellular,apr,mon,525,1
29437,cellular,apr,mon,374,3
29438,cellular,apr,mon,210,1
29439,cellular,apr,mon,533,1
29440,cellular,apr,mon,390,1
29441,cellular,apr,mon,122,3
29442,telephone,apr,mon,73,3
29443,cellular,apr,mon,249,1
29444,cellular,apr,mon,136,3
29445,cellular,apr,mon,186,3
29446,telephone,apr,mon,406,3
29447,cellular,apr,mon,566,1
29448,cellular,apr,mon,223,1
29449,cellular,apr,mon,421,4
29450,cellular,apr,mon,83,5
29451,cellular,apr,mon,227,5
29452,cellular,apr,mon,860,1
29453,cellular,apr,mon,354,1
29454,cellular,apr,mon,207,1
29455,cellular,apr,mon,68,1
29456,cellular,apr,mon,62,4
29457,cellular,apr,mon,17,6
29458,cellular,apr,mon,89,3
29459,cellular,apr,mon,267,2
29460,cellular,apr,mon,386,2
29461,cellular,apr,mon,193,1
29462,cellular,apr,mon,69,3
29463,cellular,apr,mon,214,1
29464,cellular,apr,mon,239,1
29465,cellular,apr,mon,1550,1
29466,cellular,apr,mon,241,1
29467,cellular,apr,mon,29,3
29468,telephone,apr,mon,121,4
29469,cellular,apr,mon,61,1
29470,cellular,apr,mon,234,5
29471,cellular,apr,mon,185,3
29472,cellular,apr,mon,399,1
29473,cellular,apr,mon,19,6
29474,cellular,apr,mon,96,1
29475,cellular,apr,mon,218,1
29476,cellular,apr,mon,131,2
29477,cellular,apr,mon,26,3
29478,cellular,apr,mon,143,2
29479,cellular,apr,mon,159,2
29480,cellular,apr,mon,386,1
29481,cellular,apr,mon,279,1
29482,cellular,apr,mon,245,1
29483,cellular,apr,mon,201,3
29484,cellular,apr,mon,428,1
29485,cellular,apr,mon,128,1
29486,cellular,apr,mon,7,6
29487,cellular,apr,mon,466,3
29488,cellular,apr,mon,304,1
29489,cellular,apr,mon,185,1
29490,cellular,apr,mon,108,1
29491,cellular,apr,mon,90,3
29492,cellular,apr,mon,122,3
29493,cellular,apr,mon,365,1
29494,cellular,apr,mon,285,1
29495,cellular,apr,mon,275,1
29496,cellular,apr,mon,7,6
29497,cellular,apr,mon,285,1
29498,cellular,apr,mon,158,1
29499,cellular,apr,mon,178,5
29500,cellular,apr,mon,199,6
29501,cellular,apr,mon,63,2
29502,cellular,apr,mon,65,5
29503,cellular,apr,mon,199,5
29504,cellular,apr,mon,188,1
29505,telephone,apr,mon,534,1
29506,cellular,apr,mon,198,1
29507,cellular,apr,mon,130,2
29508,cellular,apr,mon,352,1
29509,cellular,apr,mon,210,2
29510,cellular,apr,mon,670,4
29511,cellular,apr,mon,62,4
29512,cellular,apr,mon,712,1
29513,cellular,apr,mon,401,1
29514,cellular,apr,mon,59,1
29515,cellular,apr,mon,17,6
29516,cellular,apr,mon,319,2
29517,cellular,apr,mon,142,2
29518,cellular,apr,mon,314,1
29519,cellular,apr,mon,28,7
29520,cellular,apr,mon,133,1
29521,cellular,apr,mon,317,1
29522,cellular,apr,mon,79,1
29523,cellular,apr,mon,190,1
29524,cellular,apr,mon,111,1
29525,cellular,apr,mon,222,1
29526,cellular,apr,mon,49,5
29527,cellular,apr,mon,277,1
29528,cellular,apr,mon,9,5
29529,cellular,apr,mon,698,1
29530,cellular,apr,mon,7,4
29531,cellular,apr,mon,13,5
29532,cellular,apr,mon,714,1
29533,cellular,apr,mon,257,1
29534,cellular,apr,mon,785,1
29535,cellular,apr,mon,322,2
29536,cellular,apr,mon,658,1
29537,cellular,apr,mon,98,3
29538,cellular,apr,mon,144,1
29539,cellular,apr,mon,42,1
29540,cellular,apr,mon,12,6
29541,cellular,apr,mon,254,1
29542,cellular,apr,mon,9,5
29543,cellular,apr,mon,123,3
29544,cellular,apr,mon,97,2
29545,cellular,apr,mon,207,2
29546,cellular,apr,mon,712,4
29547,cellular,apr,mon,274,5
29548,cellular,apr,mon,72,1
29549,cellular,apr,mon,207,1
29550,cellular,apr,mon,37,1
29551,cellular,apr,mon,19,5
29552,cellular,apr,mon,517,1
29553,telephone,apr,mon,24,1
29554,cellular,apr,mon,18,5
29555,cellular,apr,mon,238,1
29556,cellular,apr,mon,163,1
29557,cellular,apr,mon,982,1
29558,cellular,apr,mon,231,1
29559,cellular,apr,mon,164,1
29560,cellular,apr,mon,94,1
29561,cellular,apr,mon,450,1
29562,cellular,apr,mon,107,1
29563,cellular,apr,mon,274,1
29564,cellular,apr,mon,200,1
29565,cellular,apr,mon,90,2
29566,cellular,apr,mon,194,1
29567,cellular,apr,mon,250,1
29568,cellular,apr,mon,79,1
29569,cellular,apr,mon,538,1
29570,cellular,apr,mon,257,1
29571,cellular,apr,mon,21,5
29572,cellular,apr,mon,335,1
29573,cellular,apr,mon,96,1
29574,cellular,apr,mon,72,1
29575,cellular,apr,mon,166,4
29576,cellular,apr,mon,92,1
29577,cellular,apr,mon,63,1
29578,cellular,apr,mon,508,1
29579,cellular,apr,mon,219,1
29580,cellular,apr,mon,51,3
29581,cellular,apr,mon,19,5
29582,cellular,apr,mon,41,3
29583,cellular,apr,mon,80,1
29584,cellular,apr,mon,59,2
29585,cellular,apr,mon,68,5
29586,cellular,apr,mon,611,1
29587,cellular,apr,mon,45,1
29588,telephone,apr,mon,216,2
29589,cellular,apr,mon,204,3
29590,cellular,apr,mon,92,1
29591,cellular,apr,mon,11,5
29592,cellular,apr,mon,473,1
29593,cellular,apr,mon,110,1
29594,cellular,apr,mon,87,4
29595,cellular,apr,mon,92,3
29596,cellular,apr,mon,720,1
29597,cellular,apr,mon,178,4
29598,cellular,apr,mon,84,1
29599,cellular,apr,mon,123,1
29600,cellular,apr,mon,16,5
29601,cellular,apr,mon,617,1
29602,cellular,apr,mon,76,5
29603,telephone,apr,mon,205,1
29604,cellular,apr,mon,62,1
29605,cellular,apr,mon,33,1
29606,cellular,apr,mon,246,1
29607,cellular,apr,mon,44,2
29608,cellular,apr,mon,83,3
29609,cellular,apr,mon,213,3
29610,cellular,apr,mon,586,1
29611,cellular,apr,mon,443,1
29612,cellular,apr,mon,201,3
29613,cellular,apr,mon,379,1
29614,cellular,apr,mon,330,1
29615,cellular,apr,mon,40,1
29616,cellular,apr,mon,293,2
29617,cellular,apr,mon,240,1
29618,cellular,apr,mon,130,3
29619,cellular,apr,mon,190,1
29620,cellular,apr,mon,15,2
29621,cellular,apr,mon,59,3
29622,cellular,apr,mon,111,2
29623,cellular,apr,mon,157,1
29624,cellular,apr,mon,372,2
29625,cellular,apr,mon,128,2
29626,cellular,apr,mon,637,1
29627,cellular,apr,mon,140,1
29628,cellular,apr,mon,222,1
29629,cellular,apr,mon,20,4
29630,cellular,apr,mon,151,2
29631,cellular,apr,mon,272,1
29632,cellular,apr,mon,15,1
29633,cellular,apr,mon,64,1
29634,cellular,apr,mon,147,1
29635,cellular,apr,mon,170,1
29636,cellular,apr,mon,217,1
29637,cellular,apr,mon,53,1
29638,cellular,apr,mon,187,1
29639,telephone,apr,mon,60,1
29640,cellular,apr,mon,180,1
29641,cellular,apr,mon,162,1
29642,cellular,apr,mon,75,1
29643,cellular,apr,mon,405,2
29644,cellular,apr,mon,818,2
29645,cellular,apr,mon,297,2
29646,cellular,apr,mon,159,2
29647,cellular,apr,mon,293,1
29648,cellular,apr,mon,54,1
29649,cellular,apr,mon,691,1
29650,cellular,apr,mon,132,3
29651,cellular,apr,mon,567,1
29652,cellular,apr,mon,64,4
29653,cellular,apr,mon,19,5
29654,telephone,apr,mon,22,1
29655,cellular,apr,mon,904,2
29656,cellular,apr,mon,239,1
29657,cellular,apr,mon,354,1
29658,cellular,apr,mon,145,1
29659,cellular,apr,mon,95,2
29660,cellular,apr,mon,400,1
29661,cellular,apr,mon,197,3
29662,cellular,apr,mon,221,1
29663,cellular,apr,mon,318,1
29664,cellular,apr,mon,96,2
29665,cellular,apr,mon,222,1
29666,cellular,apr,mon,308,1
29667,cellular,apr,mon,54,1
29668,cellular,apr,mon,349,1
29669,cellular,apr,mon,6,1
29670,cellular,apr,mon,91,1
29671,cellular,apr,mon,44,1
29672,cellular,apr,mon,48,1
29673,cellular,apr,mon,157,1
29674,cellular,apr,mon,715,1
29675,cellular,apr,mon,87,2
29676,cellular,apr,mon,325,1
29677,cellular,apr,mon,334,1
29678,cellular,apr,mon,9,1
29679,cellular,apr,mon,72,1
29680,cellular,apr,mon,238,1
29681,cellular,apr,mon,245,1
29682,cellular,apr,mon,227,4
29683,cellular,apr,mon,297,4
29684,cellular,apr,mon,108,1
29685,cellular,apr,mon,38,1
29686,cellular,apr,mon,59,3
29687,cellular,apr,mon,222,1
29688,cellular,apr,mon,23,4
29689,cellular,apr,mon,148,2
29690,cellular,apr,mon,181,2
29691,cellular,apr,mon,190,2
29692,cellular,apr,mon,82,1
29693,telephone,apr,mon,151,1
29694,cellular,apr,mon,180,3
29695,cellular,apr,mon,253,3
29696,cellular,apr,mon,202,1
29697,cellular,apr,mon,47,1
29698,cellular,apr,mon,211,2
29699,cellular,apr,mon,249,2
29700,cellular,apr,mon,63,4
29701,cellular,apr,mon,147,2
29702,cellular,apr,mon,170,1
29703,cellular,apr,mon,151,1
29704,cellular,apr,mon,224,1
29705,cellular,apr,mon,430,1
29706,cellular,apr,mon,107,1
29707,cellular,apr,mon,205,1
29708,cellular,apr,mon,379,3
29709,cellular,apr,mon,42,3
29710,cellular,apr,mon,129,1
29711,cellular,apr,mon,76,1
29712,cellular,apr,mon,20,5
29713,cellular,apr,mon,379,2
29714,telephone,apr,mon,180,1
29715,cellular,apr,mon,116,2
29716,cellular,apr,mon,153,1
29717,cellular,apr,mon,93,3
29718,cellular,apr,mon,369,3
29719,cellular,apr,mon,291,1
29720,cellular,apr,mon,268,1
29721,cellular,apr,mon,143,1
29722,cellular,apr,mon,78,1
29723,cellular,apr,mon,226,1
29724,cellular,apr,mon,174,1
29725,cellular,apr,mon,247,1
29726,cellular,apr,mon,148,1
29727,cellular,apr,mon,98,2
29728,cellular,apr,mon,121,2
29729,cellular,apr,mon,114,1
29730,cellular,apr,mon,326,3
29731,cellular,apr,mon,89,1
29732,cellular,apr,mon,281,1
29733,cellular,apr,mon,345,2
29734,cellular,apr,mon,53,1
29735,cellular,apr,mon,97,1
29736,cellular,apr,mon,165,1
29737,cellular,apr,mon,113,2
29738,cellular,apr,mon,207,1
29739,cellular,apr,mon,185,1
29740,cellular,apr,mon,121,1
29741,cellular,apr,mon,112,1
29742,telephone,apr,mon,116,1
29743,cellular,apr,mon,177,2
29744,cellular,apr,mon,111,1
29745,cellular,apr,mon,378,1
29746,cellular,apr,mon,44,2
29747,cellular,apr,mon,241,1
29748,cellular,apr,mon,163,1
29749,cellular,apr,mon,237,2
29750,cellular,apr,mon,666,1
29751,cellular,apr,mon,137,2
29752,cellular,apr,mon,305,2
29753,cellular,apr,mon,87,2
29754,cellular,apr,mon,131,3
29755,cellular,apr,mon,110,3
29756,cellular,apr,mon,333,1
29757,cellular,apr,mon,48,3
29758,cellular,apr,mon,86,2
29759,cellular,apr,mon,419,2
29760,cellular,apr,mon,16,5
29761,cellular,apr,mon,325,1
29762,cellular,apr,mon,766,2
29763,cellular,apr,mon,169,1
29764,cellular,apr,mon,97,1
29765,cellular,apr,mon,58,3
29766,cellular,apr,mon,267,1
29767,cellular,apr,mon,345,1
29768,cellular,apr,mon,476,3
29769,cellular,apr,mon,115,2
29770,cellular,apr,mon,257,1
29771,cellular,apr,mon,163,1
29772,cellular,apr,mon,517,1
29773,telephone,apr,mon,340,1
29774,cellular,apr,mon,124,1
29775,cellular,apr,mon,131,6
29776,cellular,apr,mon,436,1
29777,cellular,apr,mon,53,1
29778,cellular,apr,mon,172,1
29779,cellular,apr,mon,861,6
29780,cellular,apr,mon,414,2
29781,cellular,apr,mon,74,2
29782,cellular,apr,mon,28,5
29783,cellular,apr,mon,542,3
29784,cellular,apr,mon,170,2
29785,cellular,apr,mon,198,1
29786,cellular,apr,mon,393,3
29787,cellular,apr,mon,168,3
29788,cellular,apr,mon,230,1
29789,cellular,apr,mon,48,2
29790,cellular,apr,mon,243,2
29791,cellular,apr,mon,1422,2
29792,cellular,apr,mon,150,2
29793,cellular,apr,mon,18,5
29794,cellular,apr,mon,239,2
29795,cellular,apr,mon,267,2
29796,cellular,apr,mon,45,4
29797,cellular,apr,mon,528,3
29798,cellular,apr,mon,55,1
29799,cellular,apr,mon,72,1
29800,telephone,apr,mon,16,12
29801,cellular,apr,mon,54,2
29802,cellular,apr,mon,228,3
29803,cellular,apr,mon,104,3
29804,cellular,apr,mon,73,4
29805,cellular,apr,mon,687,1
29806,cellular,apr,mon,90,3
29807,cellular,apr,mon,104,5
29808,cellular,apr,mon,114,2
29809,cellular,apr,mon,233,3
29810,cellular,apr,mon,258,4
29811,cellular,apr,mon,334,2
29812,cellular,apr,mon,143,4
29813,cellular,apr,mon,400,5
29814,cellular,apr,mon,289,3
29815,cellular,apr,mon,81,3
29816,cellular,apr,mon,64,3
29817,cellular,apr,mon,155,4
29818,cellular,apr,mon,66,3
29819,cellular,apr,mon,1010,3
29820,cellular,apr,mon,1817,3
29821,cellular,apr,mon,137,1
29822,telephone,apr,mon,67,5
29823,cellular,apr,mon,120,1
29824,cellular,apr,mon,1030,3
29825,cellular,apr,mon,151,2
29826,cellular,apr,mon,121,1
29827,cellular,apr,mon,17,6
29828,cellular,apr,mon,885,5
29829,cellular,apr,mon,92,1
29830,cellular,apr,mon,724,2
29831,cellular,apr,mon,68,2
29832,cellular,apr,mon,36,2
29833,cellular,apr,mon,453,1
29834,cellular,apr,mon,58,2
29835,cellular,apr,mon,304,7
29836,cellular,apr,mon,282,2
29837,telephone,apr,mon,58,5
29838,cellular,apr,mon,81,2
29839,cellular,apr,mon,401,2
29840,cellular,apr,mon,246,2
29841,cellular,apr,mon,270,2
29842,cellular,apr,mon,108,2
29843,cellular,apr,mon,643,3
29844,cellular,apr,mon,76,4
29845,cellular,apr,mon,11,3
29846,cellular,apr,mon,91,2
29847,cellular,apr,mon,87,4
29848,cellular,apr,mon,89,3
29849,cellular,apr,mon,81,4
29850,cellular,apr,mon,93,4
29851,telephone,apr,mon,70,4
29852,cellular,apr,mon,226,2
29853,cellular,apr,mon,172,2
29854,cellular,apr,mon,121,2
29855,cellular,apr,mon,249,3
29856,cellular,apr,mon,8,3
29857,cellular,apr,mon,10,6
29858,cellular,apr,mon,132,2
29859,cellular,apr,mon,890,2
29860,cellular,apr,mon,10,3
29861,cellular,apr,mon,294,2
29862,telephone,apr,mon,534,3
29863,cellular,apr,mon,529,3
29864,cellular,apr,mon,8,2
29865,cellular,apr,mon,7,3
29866,cellular,apr,mon,8,3
29867,cellular,apr,mon,81,3
29868,cellular,apr,mon,9,2
29869,cellular,apr,mon,10,3
29870,cellular,apr,mon,400,2
29871,cellular,apr,mon,200,3
29872,cellular,apr,mon,22,3
29873,cellular,apr,mon,241,2
29874,telephone,apr,mon,32,2
29875,cellular,apr,mon,52,2
29876,cellular,apr,mon,69,3
29877,cellular,apr,mon,145,4
29878,cellular,apr,mon,562,2
29879,telephone,apr,mon,26,4
29880,cellular,apr,mon,124,4
29881,telephone,apr,mon,18,5
29882,cellular,apr,mon,11,5
29883,cellular,apr,mon,21,5
29884,cellular,apr,mon,415,2
29885,cellular,apr,mon,140,4
29886,cellular,apr,mon,87,2
29887,cellular,apr,mon,138,3
29888,cellular,apr,mon,16,3
29889,cellular,apr,mon,116,3
29890,cellular,apr,mon,316,2
29891,cellular,apr,mon,198,3
29892,cellular,apr,mon,102,6
29893,cellular,apr,mon,72,2
29894,cellular,apr,mon,31,3
29895,cellular,apr,mon,9,2
29896,cellular,apr,mon,190,2
29897,cellular,apr,mon,280,4
29898,cellular,apr,mon,152,5
29899,cellular,apr,mon,36,2
29900,cellular,apr,mon,58,4
29901,cellular,apr,mon,13,4
29902,cellular,apr,mon,404,6
29903,cellular,apr,mon,136,3
29904,telephone,apr,mon,7,5
29905,cellular,apr,mon,277,2
29906,cellular,apr,mon,93,3
29907,cellular,apr,mon,23,6
29908,cellular,apr,mon,281,2
29909,cellular,apr,mon,20,4
29910,cellular,apr,mon,233,3
29911,telephone,apr,mon,197,4
29912,cellular,apr,mon,220,3
29913,cellular,apr,mon,1333,5
29914,cellular,apr,mon,104,4
29915,cellular,apr,mon,179,2
29916,cellular,apr,mon,12,5
29917,cellular,apr,mon,69,2
29918,cellular,apr,mon,579,2
29919,cellular,apr,mon,173,4
29920,cellular,apr,mon,231,3
29921,cellular,apr,mon,259,3
29922,cellular,apr,mon,780,2
29923,cellular,apr,mon,405,2
29924,cellular,apr,mon,20,2
29925,cellular,apr,mon,204,3
29926,cellular,apr,mon,847,5
29927,cellular,apr,mon,242,3
29928,cellular,apr,mon,243,2
29929,cellular,apr,mon,505,3
29930,cellular,apr,mon,355,3
29931,cellular,apr,mon,307,4
29932,cellular,apr,mon,72,3
29933,cellular,apr,mon,250,2
29934,cellular,apr,mon,164,6
29935,cellular,apr,mon,18,4
29936,cellular,apr,mon,57,3
29937,cellular,apr,mon,372,2
29938,cellular,apr,mon,353,4
29939,cellular,apr,mon,8,2
29940,cellular,apr,mon,250,2
29941,cellular,apr,mon,39,4
29942,cellular,apr,mon,22,4
29943,cellular,apr,mon,122,2
29944,cellular,apr,mon,21,4
29945,cellular,apr,mon,31,4
29946,cellular,apr,mon,554,3
29947,cellular,apr,mon,212,2
29948,cellular,apr,mon,144,2
29949,cellular,apr,mon,34,2
29950,cellular,apr,mon,98,3
29951,cellular,apr,mon,639,2
29952,cellular,apr,mon,106,3
29953,cellular,apr,mon,94,3
29954,cellular,apr,mon,6,6
29955,cellular,apr,mon,8,2
29956,cellular,apr,mon,7,4
29957,cellular,apr,mon,1156,3
29958,cellular,apr,mon,178,5
29959,cellular,apr,mon,208,2
29960,telephone,apr,mon,43,3
29961,cellular,apr,mon,25,2
29962,cellular,apr,mon,6,2
29963,cellular,apr,mon,659,2
29964,telephone,apr,mon,5,3
29965,cellular,apr,mon,149,2
29966,cellular,apr,mon,627,5
29967,cellular,apr,mon,943,3
29968,cellular,apr,mon,305,2
29969,cellular,apr,tue,235,2
29970,cellular,apr,tue,146,4
29971,cellular,apr,tue,333,3
29972,cellular,apr,tue,110,2
29973,cellular,apr,tue,186,2
29974,cellular,apr,tue,159,2
29975,cellular,apr,tue,142,1
29976,cellular,apr,tue,336,1
29977,cellular,apr,tue,274,1
29978,telephone,apr,tue,1348,4
29979,telephone,apr,tue,396,3
29980,telephone,apr,tue,207,17
29981,cellular,apr,tue,109,1
29982,cellular,apr,tue,189,1
29983,cellular,apr,tue,219,1
29984,telephone,apr,tue,222,1
29985,cellular,apr,tue,100,1
29986,cellular,apr,tue,164,1
29987,cellular,apr,tue,252,1
29988,cellular,apr,tue,211,1
29989,cellular,apr,tue,243,1
29990,cellular,apr,tue,75,1
29991,cellular,apr,tue,63,1
29992,cellular,apr,tue,95,1
29993,telephone,apr,tue,110,3
29994,cellular,apr,tue,106,1
29995,cellular,apr,tue,47,2
29996,cellular,apr,tue,645,2
29997,cellular,apr,tue,446,1
29998,cellular,apr,tue,121,1
29999,telephone,apr,tue,946,3
30000,cellular,apr,tue,356,2
30001,cellular,apr,tue,158,2
30002,telephone,apr,tue,847,2
30003,cellular,apr,tue,242,2
30004,telephone,apr,tue,137,2
30005,cellular,apr,tue,278,3
30006,cellular,apr,tue,129,3
30007,cellular,apr,tue,157,4
30008,cellular,apr,tue,204,1
30009,telephone,apr,tue,126,4
30010,cellular,apr,wed,183,5
30011,telephone,apr,wed,94,7
30012,telephone,apr,wed,154,8
30013,cellular,apr,wed,71,7
30014,telephone,apr,wed,220,1
30015,telephone,apr,wed,186,4
30016,cellular,apr,wed,343,5
30017,cellular,apr,wed,341,2
30018,cellular,apr,wed,400,1
30019,cellular,apr,wed,621,1
30020,cellular,apr,wed,219,1
30021,cellular,apr,wed,315,1
30022,cellular,apr,wed,156,1
30023,cellular,apr,wed,314,1
30024,telephone,apr,wed,101,1
30025,cellular,apr,wed,319,1
30026,cellular,apr,wed,164,2
30027,cellular,apr,wed,104,1
30028,cellular,apr,wed,145,1
30029,cellular,apr,wed,102,1
30030,cellular,apr,wed,94,1
30031,cellular,apr,wed,165,1
30032,cellular,apr,wed,416,1
30033,cellular,apr,wed,307,1
30034,cellular,apr,wed,138,2
30035,cellular,apr,wed,87,9
30036,cellular,apr,wed,279,2
30037,cellular,apr,wed,91,2
30038,cellular,apr,wed,108,3
30039,cellular,apr,wed,245,4
30040,cellular,apr,wed,124,2
30041,cellular,apr,wed,107,2
30042,cellular,apr,wed,176,1
30043,cellular,apr,wed,382,2
30044,cellular,apr,wed,116,4
30045,cellular,apr,wed,229,5
30046,cellular,apr,wed,1288,3
30047,cellular,apr,wed,545,1
30048,cellular,apr,wed,371,2
30049,cellular,apr,thu,229,2
30050,cellular,apr,thu,328,1
30051,telephone,apr,thu,164,4
30052,telephone,apr,thu,67,3
30053,cellular,apr,thu,477,2
30054,cellular,apr,thu,94,1
30055,cellular,apr,thu,266,5
30056,cellular,apr,thu,247,5
30057,telephone,apr,thu,201,1
30058,cellular,apr,thu,172,1
30059,cellular,apr,thu,270,2
30060,telephone,apr,thu,413,3
30061,telephone,apr,thu,141,1
30062,cellular,apr,thu,117,1
30063,cellular,apr,thu,163,1
30064,telephone,apr,thu,155,1
30065,cellular,apr,thu,522,4
30066,cellular,apr,thu,91,4
30067,cellular,apr,thu,106,3
30068,cellular,apr,thu,333,2
30069,cellular,apr,thu,116,4
30070,telephone,apr,thu,77,2
30071,cellular,apr,thu,86,1
30072,cellular,apr,thu,191,1
30073,cellular,apr,thu,115,16
30074,cellular,apr,fri,65,2
30075,cellular,apr,fri,143,1
30076,cellular,apr,fri,160,1
30077,cellular,apr,fri,78,2
30078,cellular,apr,fri,117,2
30079,cellular,apr,fri,105,6
30080,cellular,apr,fri,111,1
30081,cellular,apr,fri,693,2
30082,cellular,apr,fri,227,1
30083,cellular,apr,fri,202,5
30084,cellular,apr,fri,222,4
30085,cellular,apr,fri,173,2
30086,cellular,apr,fri,83,2
30087,cellular,apr,mon,44,3
30088,telephone,apr,mon,89,12
30089,cellular,apr,mon,124,1
30090,cellular,apr,mon,54,1
30091,cellular,apr,mon,98,1
30092,cellular,apr,mon,97,1
30093,cellular,apr,mon,218,1
30094,cellular,apr,mon,107,1
30095,telephone,apr,mon,227,3
30096,cellular,apr,mon,148,1
30097,cellular,apr,mon,444,1
30098,cellular,apr,mon,88,1
30099,cellular,apr,mon,160,1
30100,cellular,apr,mon,167,1
30101,cellular,apr,mon,360,1
30102,cellular,apr,mon,62,1
30103,cellular,apr,mon,81,1
30104,cellular,apr,mon,66,1
30105,cellular,apr,mon,122,1
30106,cellular,apr,mon,90,2
30107,telephone,apr,mon,151,3
30108,cellular,apr,tue,151,3
30109,cellular,apr,tue,139,2
30110,cellular,apr,tue,165,3
30111,cellular,apr,tue,118,2
30112,cellular,apr,tue,177,2
30113,cellular,apr,tue,186,2
30114,cellular,apr,tue,50,2
30115,cellular,apr,tue,56,2
30116,cellular,apr,tue,101,2
30117,cellular,apr,wed,89,2
30118,cellular,apr,wed,507,3
30119,cellular,apr,wed,636,2
30120,cellular,apr,wed,961,2
30121,cellular,apr,wed,80,5
30122,telephone,apr,wed,75,3
30123,cellular,apr,wed,153,4
30124,telephone,apr,wed,164,23
30125,telephone,apr,wed,169,8
30126,cellular,apr,wed,85,7
30127,cellular,apr,thu,170,1
30128,cellular,apr,thu,211,1
30129,cellular,apr,thu,192,1
30130,cellular,apr,thu,179,1
30131,cellular,apr,thu,358,1
30132,cellular,apr,thu,523,1
30133,cellular,apr,thu,510,1
30134,cellular,apr,thu,571,1
30135,cellular,apr,thu,400,1
30136,cellular,apr,thu,185,1
30137,cellular,apr,thu,67,1
30138,cellular,apr,thu,968,1
30139,cellular,apr,thu,701,1
30140,cellular,apr,thu,381,1
30141,cellular,apr,thu,571,1
30142,cellular,apr,thu,108,1
30143,cellular,apr,thu,239,1
30144,cellular,apr,thu,109,1
30145,cellular,apr,thu,525,1
30146,cellular,apr,thu,224,1
30147,cellular,apr,thu,63,1
30148,cellular,apr,thu,662,1
30149,cellular,apr,thu,494,1
30150,cellular,apr,thu,243,1
30151,cellular,apr,thu,364,1
30152,cellular,apr,thu,243,1
30153,cellular,apr,thu,412,1
30154,cellular,apr,thu,353,1
30155,telephone,apr,thu,268,1
